SMILES,ID,is_active
CCn1c(c2ccc(cc2nc1=S)C(=O)Nc3ccc(cc3OCC)F)[O-],C58448132,0
Cc1cc(c(n1c2ccc(cc2)Cl)C)C(=O)Nc3ccccc3[N-]S(=O)(=O)C,C59835932,0
c1ccnc(c1)C(=O)Nc2ccc(cc2[N-]S(=O)(=O)c3ccc(c(c3)Cl)F)F,C60362375,0
CC(C)[C@@H](c1cccs1)NC(=O)c2cccc(c2)n3c(=O)ccc(n3)[O-],C61366300,0
CS(=O)(=O)[N-]c1cc(ccc1Cl)C(=O)Nc2ccc(cc2)N3CCCC3,C61373333,0
CS(=O)(=O)[N-]c1cc(ccc1Cl)C(=O)NCc2csc3c2cccc3,C61402823,0
c1ccc(c(c1)CNC(=O)c2ccc3c(c2)nc(n(c3=O)Cc4ccco4)[S-])F,C06657391,0
c1ccc(c(c1)N/C(=C(\C#N)/C(=O)c2ccn(n2)c3cccc(c3)F)/[O-])Cl,C63235637,0
c1cc(cc(c1)C(F)(F)F)CSc2nc3c(cnn3CCO)c(n2)[O-],C07418052,0
c1cc(ccc1CSc2nc3c(cnn3CCO)c(n2)[O-])Br,C07418500,0
Cc1ccc(cc1[N-]S(=O)(=O)c2ccc(c(c2)C(F)(F)F)F)C(=O)NC,C63911863,0
CS(=O)(=O)[N-]c1ccc(cc1C(=O)Nc2cccc(c2)c3nccs3)F,C64299403,0
c1cc2c(c[nH]c2nc1)S(=O)(=O)[N-]c3ncc(s3)Cc4ccc(cc4)F,C66250399,0
CS(=O)(=O)[N-]c1cccc(c1)C(=O)N[C@H](C#N)c2cccc(c2Cl)Cl,C66393548,0
CNC(=O)c1ccc(cc1)[N-]S(=O)(=O)/C=C/c2cccc(c2)Br,C66577915,0
c1cc(ccc1NC(=O)[C@H]2CCOC2)[N-]S(=O)(=O)c3ccc(c(c3)F)F,C66897949,0
CCN(CC)/C(=C\1/[C@@H](NC(=S)N=C1C)c2nc(cs2)c3ccccc3)/[O-],C67028469,0
CCCc1nnc(n1CC(=O)Nc2ccc(cc2C)Br)[S-],C67179944,0
C[C@@H]1C[C@@H](CC(C1)(C)C)C/C(=N/S(=O)(=O)c2ccc(cc2)NC(=O)C)/[O-],C67599801,0
c1cc([nH]c1)/C=C\2/C(=O)N(C(=S)S2)c3ccc(cc3)C(=O)[O-],C05374648,0
c1ccc\2c(c1)CC/C2=N\Nc3ccc(cc3)S(=O)(=O)[O-],C04976279,0
c1cc2c(cc1I)c(c(cn2)C(=O)[O-])O,C08994874,0
Cc1c(cc(o1)/C=C/C(=O)Nc2cc(cc(c2)F)F)C(=O)[O-],C13401614,0
CC(=C1[C@H]2CC[C@@H]1[C@H]([C@@H]2C(=O)Nc3nccs3)C(=O)[O-])C,C18193762,0
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=S)N=C3[O-])F,C09334735,0
c1ccc(c(c1)N2C(=O)/C(=C/c3ccc[nH]3)/C(=NC2=S)[O-])F,C01300574,0
c1cc(sc1)c2cc(c3c(=O)[nH]c(nc3n2)[O-])C(F)(F)F,C19770053,0
c1cc(cc(c1)Br)/C=C/2\C(=O)NC(=S)N=C2[O-],C05670991,0
CC(=O)Nc1ccc(cc1Cl)[N-]S(=O)(=O)c2c(cccc2F)F,C21868959,0
CNC(=O)c1ccccc1[N-]S(=O)(=O)C2=Cc3ccccc3CC2,C32780589,0
c1cc(ccc1/C=C/C(=O)[O-])NC(=O)c2ccc(nc2)Cl,C35181276,0
c1cc(ncc1C(=O)[O-])C(=O)Nc2cc(cc(c2)Cl)Cl,C35232793,0
CCOC(=O)C1=C(NC(=C([C@H]1c2ccncc2)C#N)[S-])C,C35681058,0
CCOC(=O)N[C@H](C(Br)(Br)Br)[O-],C03122344,0
c1cc(nc(c1)C(=O)[O-])C(=O)Nc2ccc(cc2Cl)Br,C36756773,0
c1cc(=O)[nH]cc1S(=O)(=O)[N-]c2c(cc(cc2Br)F)F,C36828864,0
c1c(c(sc1C(=O)[O-])Br)S(=O)(=O)NC2CC2,C36983898,0
c1cc(oc1C(=O)Nc2cc(c(cc2F)F)C(=O)[O-])Br,C37403564,0
c1ccn(c1)c2ccsc2C(=O)Nc3ccsc3C(=O)[O-],C37452017,0
c1ccc(c(c1)F)S(=O)(=O)[N-]c2cccc(c2)C#CCO,C37552442,0
c1cc(oc1)/C=C/C(=O)Nc2c(c3c(s2)CCC3)C(=O)[O-],C00266484,0
c1cc(c(cc1F)Cl)[N-]S(=O)(=O)c2ccc3c(c2)CC(=O)N3,C07927764,0
c1ccc(c(c1)F)S(=O)(=O)Nc2ccsc2C(=O)[O-],C38137737,0
Cc1cc(ccc1NC(=O)[C@H]2C=C(C=N2)Br)C(=O)[O-],C38693634,0
Cc1ccc(o1)C(=O)C2=C(C(=O)N[C@H]2c3ccc(cc3)F)[O-],C40116361,0
C[C@H]1C[C@](CC(C1)(C)C)(C(=O)[O-])Nc2cc(ccc2F)Br,C41805231,0
CS(=O)(=O)[N-]c1ccccc1C(=O)Nc2cccc(c2)C#C,C43694728,0
c1cc(ccc1S(=O)(=O)/N=C(/c2cc(c[nH]2)Br)\[O-])Cl,C48499548,0
c1ccc(c(c1)S(=O)(=O)/N=C(/c2cc(c[nH]2)Cl)\[O-])Br,C48519635,0
c1cc(c(cc1F)Cl)C(=O)Nc2ncc(s2)/C=C/C(=O)[O-],C49591808,0
c1ccc(c(c1)/C(=N/c2[nH]ncn2)/[O-])I,C20494761,0
Cc1c(scc1C(=O)Nn2c(c3ccccc3nc2=S)[O-])C,C17068097,0
CNc1ccc(cn1)S(=O)(=O)[N-]c2ccc(cc2Br)F,C50650165,0
Cc1c(sc(n1)[S-])CC(=O)N2CCC[C@H](C2)C(=O)NC3CC3,C50729233,0
Cc1cc(ccc1SCC(=O)/N=C/2\NCC(=N2)[O-])Br,C50223323,0
CNC(=O)c1ccccc1[N-]S(=O)(=O)c2cccc(c2F)Cl,C55575392,0
CC(=O)Nc1ccc(cc1)S(=O)(=O)[N-]c2ccc(c(c2)F)Cl,C55619703,0
CNC(=O)c1ccc(cc1[N-]S(=O)(=O)c2ccc(cc2)F)Cl,C55651753,0
Cc1ccc(cc1)n2c(cc(c2C)/C=C\3/C(=O)NC(=S)N=C3[O-])C,C08741307,0
Cc1cc(ccc1Br)S(=O)(=O)c2cnc(=S)[nH]c2[O-],C57509347,0
CC(C)(c1ccc(cc1)Br)/C(=N/c2[nH]ncn2)/[O-],C27578765,0
c1ccc(c(c1)N2C(=O)/C(=C/c3ccc(cc3)O)/C(=NC2=S)[O-])F,C59135780,0
c1ccc(c(c1)NC(=O)c2ccc(cn2)/C=C/C(=O)[O-])Cl,C61863599,0
c1c(cncc1NC(=O)c2csc3c2CCCC3)C(=O)[O-],C62946622,0
c1ccc(c(c1)/C=C/C(=O)Nc2cc(cnc2)C(=O)[O-])Br,C62946637,0
Cc1ccc(c(c1)NC(=O)c2cc(ccc2[N-]S(=O)(=O)C)F)F,C63689171,0
c1ccc(c(c1)[N-]S(=O)(=O)c2cc3c(cc2Cl)NC(=O)C3)F,C58264156,0
CC1=C[C@H]2[C@H]([C@@H](N=C2C=C1)C(=O)[O-])c3c(nc[nH]3)c4ccccc4,C65420223,0
c1cc(cc(c1)F)NC2=C(C3=NC(=O)C=C([C@@H]3S2)[O-])C#N,C05886381,0
Cc1c2c(oc1C(=O)[O-])CC[C@H](C2=O)Br,C04465733,0
c1cc2c(cc1Br)C(=O)O[C@@H](C2)C(=O)[O-],C05033534,0
c1cc(cnc1)c2cc(c3cc(ccc3n2)F)C(=O)[O-],C03757200,0
Cc1ccsc1[C@@H]2[C@H](c3ccccc3C(=O)N2C)C(=O)[O-],C00211842,0
C1CCN(CC1)C(=O)[C@@H]2CC(=CC[C@@H]2C(=O)[O-])Cl,C00206017,0
c1cnc(c(c1I)C(=O)[O-])F,C02384119,0
c1ccc(cc1)n2c3ccccc3c(=O)c(c2[O-])C=O,C00005356,0
c1cc(ccc1c2cnnc(n2)[O-])Br,C20159570,0
c1cc2c(cc1F)c(c(cn2)C(=O)[O-])C(F)(F)F,C20286136,0
c1c2cc(cnc2ncc1C(=O)[O-])Br,C26420138,0
COC(=O)c1c(cnc(n1)[S-])Br,C26441049,0
c1c(nc(s1)I)C(=O)[O-],C26896599,0
c1c(cc(c2c1c(cc(n2)C3CC3)C(=O)[O-])F)F,C03756388,0
Cc1cc(sc1C)C(=O)N2CCC(CC2)C(=O)[O-],C36972774,0
Cc1ccsc1[C@H]2[C@@H](c3ccccc3C(=O)N2C)C(=O)[O-],C00211843,0
CN1C(=O)/C(=C/c2ccc(s2)Cl)/C(=NC1=S)[O-],C04525939,0
Cc1ccc(cc1Br)N2C[C@@H](CC2=O)C(=O)[O-],C38478405,0
C/C(=N/S(=O)(=O)c1c(cc(cc1Br)F)F)/[O-],C40692791,0
c1ccc2c(c1)[C@](CCS2)(C(=O)[O-])n3cccn3,C41890870,0
Cc1nc2ccccc2n1C3(CCSCC3)C(=O)[O-],C41905756,0
Cc1csc(=O)n1[C@@]2(CCC[C@@H](C2)C)C(=O)[O-],C41912424,0
Cc1csc(=O)n1[C@@]2(CCC[C@H](C2)C)C(=O)[O-],C41912429,0
Cc1cccc(=O)n1[C@@]2(CCC[C@@H](C2)C)C(=O)[O-],C41916348,0
Cc1cccc(=O)n1[C@]2(CCC[C@H](C2)C)C(=O)[O-],C41916354,0
CS(=O)(=O)/N=C(/c1ccc(cc1Cl)Cl)\[O-],C42279791,0
c1c(n2c3c(nc2s1)CCSC3)CC(=O)[O-],C42335409,0
Cc1cc(ccc1/C(=N/S(=O)(=O)C)/[O-])Br,C48480859,0
Cc1ncc(s1)Cn2c(c3c(ccs3)nc2=S)[O-],C49534340,0
Cc1ccc(c(=O)n1c2ccc(cc2)Cl)C(=O)[O-],C49855117,0
Cn1c(c(c(n1)C(=O)[O-])I)C2CC2,C51330847,0
c1ccc2c(c1)[C@H](CS2(=O)=O)C3(CCCC3)C(=O)[O-],C54632550,0
Cc1nc2cc(c(cc2n1C(C)(C)C(=O)[O-])F)F,C57805261,0
CC(C)(C(=O)[O-])n1cc(cc(c1=O)Cl)Cl,C57833413,0
CC1(C(=[N+](C(=N1)c2ccccc2[O-])[O-])c3ccccc3)C,C05295237,0
C[C@H]1CC(=O)N([C@@H]([C@@H]1C(=O)[O-])C)c2cc(c(c(c2)F)F)F,C61122578,0
c1c2c(cc(c1F)F)n(cn2)[C@]3(CCCSC3)C(=O)[O-],C61588422,0
C1CCC2(CC1)CCN(CC2)C(=O)/C=C/C(=O)[O-],C61819650,0
CCSC1=NS(=O)(=O)c2cc(ccc2[N-]1)F,C62326744,0
CCn1c2ccc(cc2c(=O)cc1C(=O)[O-])Br,C62709592,0
CN1[C@@H](c2c(cc(nc2C(F)(F)F)[O-])C1=O)SC,C62716523,0
c1ccc(cc1)[C@@]2(c3ccccc3C(=O)O2)C(=O)[O-],C62723162,0
CC1(CCN(CC1)C(=O)c2ccc(cc2Cl)F)C(=O)[O-],C62842056,0
Cc1ccc(cc1C(=O)N2CCC(CC2)(C)C(=O)[O-])F,C62842660,0
Cc1ccc(c(c1)C(=O)N2CCC[C@@](C2)(C)C(=O)[O-])F,C62869380,0
Cc1ccc(cc1C(=O)N2CCC[C@@](C2)(C)C(=O)[O-])F,C62869412,0
Cc1ccc(c(c1)C(=O)N2CC[C@](C2)(C)C(=O)[O-])C,C62912868,0
C[C@@]1(CCN(C1)C(=O)c2cccc(c2)Br)C(=O)[O-],C62912881,0
C[C@]1(CCN(C1)C(=O)c2cc3cc(ccc3s2)F)C(=O)[O-],C62913496,0
Cc1cccn(c1=O)[C@@]2(CCC[C@@H](C2)C)C(=O)[O-],C62986308,0
CC(C)[C@@H]1CC2=C3C(=NC(=S)N=C3S[C@H]2CO1)[O-],C63348680,0
Cc1nc(cs1)CC(=O)NNS(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])[O-],C09963744,0
CCc1nc2nc(c(c(n2n1)[O-])NS(=O)(=O)c3ccc(cc3)NC(=O)C)C,C20852178,0
CNC(=O)Cc1cc(nc(n1)SCC(=O)Nc2ccc(cc2)C(=O)N)[O-],C22628633,0
CCc1c(nc2nnc(n2n1)SCC(=O)Nc3ccc(cc3)C(=O)N)[O-],C28561830,0
COc1ccccc1n2c(cc(nc2=O)[O-])NC(=O)CSc3[nH]cnn3,C01921418,0
COc1ccc(cc1)n2c(cc(nc2=O)[O-])NC(=O)CSc3[nH]cnn3,C01921478,0
CC[C@H](C)[C@@]1([C@@H]2[C@@H]([C@@H]([NH2+]1)c3ccc(cc3)C(=O)OC)C(=NC2=O)[O-])C(=O)[O-],C34387202,0
CC(=O)NCCNS(=O)(=O)c1cc(cc(c1F)C(=O)[O-])Br,C36746366,0
c1cc(ccc1CSc2c(=O)[nH]c(nn2)[O-])CS[C@H]3C(=O)NC(=O)N=N3,C38815441,0
CCO[C@H]1CN(CCN1)c2cc(ccc2NS(=O)(=O)[O-])c3ccccc3O,C39482547,0
c1cc(cc(c1)[N-]S(=O)(=O)N)NC(=O)c2ccc(cc2)N3CCCC3=O,C39558193,0
c1cc(ccc1/C=N/N=C/2\NC(=O)[C@H](S2)CC(=O)NCCC(=O)[O-])Cl,C33810793,0
c1cc(cc(c1)[N+](=O)[O-])/C=C\2/C(=O)N(C(=S)S2)[C@@H](CC(=O)N)C(=O)[O-],C39862033,0
Cc1c(sc(n1)C)C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)O)CCO)[O-],C40098796,0
COC(=O)CS(=O)(=O)[N-]c1ccc(cc1Br)S(=O)(=O)N,C49061580,0
COc1cccc(c1)N2C(=O)/C(=C\NNC(=O)c3ccncc3)/C(=O)N=C2[O-],C17179768,0
Cn1c(c(c(=O)n(c1=O)C)/C(=C(\C#N)/C(=O)c2ccc(cc2)/C=N\OC)/[O-])N,C51068246,0
c1ccc(cc1)n2cc(c(n2)C(=O)NNC(=O)NCCc3nccs3)[O-],C51339358,0
CC(C)N1C[C@@H](CC1=O)C(=O)NCC(=O)Nc2cccc3c2c(n[nH]c3=O)[O-],C51384071,0
CONS(=O)(=O)c1ccc(cc1)/C(=N/c2[nH]nc(n2)c3ccccn3)/[O-],C53528371,0
Cc1ccc2c(c1)/C(=N\N=C\3/NC(=O)[C@H](S3)CC(=O)NCC(=O)[O-])/C(=O)N2,C16713055,0
Cc1cc(n2c(n1)nc(n2)/N=C(/CSc3[nH]c(=O)c(c(n3)C)CCO)\[O-])C,C32522945,0
COCCN1C(=O)/C(=C\N/N=C\2/c3ccccc3NC2=O)/C(=NC1=S)[O-],C54500071,0
CN(Cc1cccc(c1)C(=O)N)C(=O)c2cc(ccc2O)[N-]S(=O)(=O)C,C55321156,0
Cn1cccc1C(=O)NNS(=O)(=O)c2cc(c3c(c2)OCCO3)C(=O)[O-],C57116567,0
COc1ccc(cc1OC)[C@H]2C/C(=C/3\C(=NC(=O)N(C3=O)CC=C)[O-])/NN2,C16973205,0
COC(=O)c1cccc(c1)[N-]S(=O)(=O)c2ccc3c(c2)[nH]c(=O)c(=O)[nH]3,C23371632,0
COc1ccc(cc1OC)[C@@H]2c3c(=O)[nH]c(nc3OC(=C2C(=O)OC)N)[O-],C58950063,0
COc1ccc(cc1OC)[C@H]2c3c(=O)[nH]c(nc3OC(=C2C(=O)OC)N)[O-],C58950065,0
COC(=O)C1=C(N2C(=O)[C@@H](SC2=C([C@@H]1c3ccco3)C#N)CC(=O)[O-])N,C59293910,0
COC(=O)C1=C(N2C(=O)[C@@H](SC2=C([C@H]1c3ccco3)C#N)CC(=O)[O-])N,C59293912,0
COC(=O)C1=C(N2C(=O)[C@H](SC2=C([C@H]1c3ccco3)C#N)CC(=O)[O-])N,C59293913,0
Cc1cc(cc(c1C)S(=O)(=O)NC)C(=O)Nc2nc([n-]n2)S(=O)(=O)C,C60242217,0
c1cc([nH+]cc1[O-])c2nc(on2)C[C@H](C(=O)NC3=C(CCCC3)C(=O)[O-])O,C34853418,0
c1cc(c2cn[nH]c2c1)/C(=N/S(=O)(=O)c3ccc(cc3)CNC(=O)N)/[O-],C62677754,0
c1cc(ccc1CNC(=O)N)S(=O)(=O)/N=C(/c2ccc(cc2)[N+](=O)[O-])\[O-],C62677835,0
c1cc(ccc1CNC(=O)CSC2=C(C3=NC(=O)C=C([C@@H]3S2)[O-])C(=O)N)Cl,C40287240,0
CS(=O)(=O)c1nc([n-]n1)NC(=O)c2cccc(c2)NC(=O)c3cccnc3,C64347939,0
CCS(=O)(=O)c1ccc(c(c1)NC(=O)C[C@]2(CCSC2)C(=O)[O-])O,C64610606,0
c1cc(cc(c1)S(=O)(=O)NC2CC2)NC(=O)C[C@]3(CCSC3)C(=O)[O-],C64610713,0
c1cc(ccc1CNC(=O)N)S(=O)(=O)/N=C(/c2ccc3c(c2)COC3)\[O-],C50206754,0
CCS(=O)(=O)NCCCNC(=O)c1ccc2c(c1)nc(=S)n(c2[O-])C,C51460861,0
Cc1cc(n(n1)CC(=O)NNC(=O)Cn2c(nnc2[S-])c3cccs3)C,C12666809,0
Cc1ccc(cc1S(=O)(=O)N)[N-]S(=O)(=O)c2cccc(c2)n3cnnn3,C65832399,0
Cc1ccc(cc1[N-]S(=O)(=O)c2cccc(c2)n3cnnn3)S(=O)(=O)N,C65832491,0
CS(=O)(=O)[N-]c1nnc(s1)NC(=O)c2ccc([nH]c2=O)c3ccco3,C65876284,0
Cc1cc(nc(n1)n2c(cc(n2)C)[N-]S(=O)(=O)c3cc(n(c3)C)C(=O)N)C,C66247438,0
CC(=O)N[C@H](C/C(=N/c1[nH]nc(n1)c2ccccn2)/[O-])c3c(cccc3F)F,C66629243,0
c1cc(ccc1CNC(=O)N)/C(=N/S(=O)(=O)c2ccc(c(c2)C#N)F)/[O-],C66735153,0
CC(=O)Nc1ccc(c(c1)C(=O)N[C@H]2CCCc3c2cco3)[N-]S(=O)(=O)C,C67043568,0
Cc1ccc(cc1N2C(=O)CC(CC2=O)(C)C)C(=O)[O-],C06033972,0
c1cc(sc1CC(=O)[O-])S(=O)(=O)N2CCCC2,C03269690,0
CC(=O)N1CCN(CC1)c2ccc(cc2)/C=C/C(=O)[O-],C20527070,0
c1cc(c(cc1n2cnnc2SCC(=O)[O-])F)F,C20583948,0
CC(C)c1nnc(o1)/C(=C/c2ccccc2F)/C(=O)[O-],C28511067,0
C[C@@H]1C(=O)N(C2([N-]1)CCN(CC2)C(=O)C(C)C)C(C)C,C36024131,0
C[C@@H]1C(=O)N(C2([N-]1)CCN(CC2)C(=O)C3CCC3)C(C)C,C36024135,0
Cc1nc2cc(cnc2n1[C@H](C)C(=O)[O-])Br,C36254433,0
c1cc(ccc1N2C(=O)C(=NC2=O)[O-])I,C36927249,0
c1ccc(c(c1)N2C(=O)C(=NC2=O)[O-])SC(F)F,C37335134,0
CCN1CCN(CC1)C(=O)[C@H]2[C@H]3C[C@@H]([C@@H]2C(=O)[O-])C=C3,C37387236,0
c1c(c(c(c(c1F)F)N2C(=O)CCC(=N2)C(=O)[O-])F)F,C03887006,0
c1ccc2c(c1)[C@@](CCS2)(C(=O)[O-])N3C(=O)CSC3=O,C41886059,0
C[C@@](c1ccc(cc1)Cl)(C(=O)[O-])n2cccnc2=O,C41887607,0
c1ccc2c(c1)[C@](CCO2)(C(=O)[O-])n3ccccc3=O,C41889644,0
c1ccc2c(c1)cnn(c2=O)[C@]3(CCSC3)C(=O)[O-],C41894208,0
c1ccc2c(c1)c(=O)n(cn2)C3(CCSCC3)C(=O)[O-],C41909265,0
Cc1nc(n(n1)[C@@](C)(c2ccc(cc2F)F)C(=O)[O-])C,C41919579,0
Cc1nc(n(n1)[C@@]2(CCSc3c2cccc3)C(=O)[O-])C,C41919699,0
c1cc(ccc1CN2C(=O)C(=NC2=O)[O-])Br,C39024297,0
c1ccc(c(c1)CN2C(=O)C(=NC2=O)[O-])Br,C42435604,0
Cc1c(cc(o1)Cn2ccc(=O)c3c2cccc3)C(=O)[O-],C43373491,0
c1cc(c(=O)n(c1)Cc2ccc(cc2F)C#N)C(=O)[O-],C43593269,0
c1cc(c(cc1C(=O)N2CCO[C@@H](C2)C(=O)[O-])Cl)Cl,C43700332,0
Cc1ccsc1/C=C/C(=O)N2CCO[C@H](C2)C(=O)[O-],C43702427,0
c1cc(sc1C(=O)N2CCO[C@H](C2)C(=O)[O-])Cl,C43702464,0
Cn1c(c(c(n1)C(F)(F)F)C(=O)CC(=O)[O-])Cl,C44377995,0
c1ccc2c(c1)C3c4ccccc4C2[C@]5([C@]3(C(=NC5=O)[O-])C#N)C#N,C45070494,0
Cn1cc(cn1)Cn2c(c3c(ccs3)nc2=S)[O-],C45136162,0
CN(C)S(=O)(=O)/N=C(/c1c(cccc1Cl)F)\[O-],C48868702,0
Cc1ccc-2c(c1)N(Cc3n2ccc3)C(=O)CCC(=O)[O-],C49454283,0
Cc1ccsc1/C(=N/S(=O)(=O)C2CCOCC2)/[O-],C49515267,0
c1csc2c1nc(=S)n(c2[O-])C[C@H]3CCS(=O)(=O)C3,C50603122,0
c1c2c(cc(c1F)F)n(c(n2)[C@@H]3CCOC3)CC(=O)[O-],C55306125,0
c1cc(c(c(c1)Cl)CCc2nnc(o2)C(=O)[O-])F,C57565706,0
C[C@H]1CCc2c(csc2C1)C(=O)N3CCO[C@@H](C3)C(=O)[O-],C59226896,0
C1CC(CCC1C(=O)[O-])N2C(=O)[C@H]3CC=CC[C@@H]3C2=O,C37561761,0
Cc1ccc(c(c1)Br)/C=C/C(=O)N(C)C(C)(C)C(=O)[O-],C61150508,0
Cc1ccc(=O)n(n1)[C@@]2(CCSc3c2cccc3)C(=O)[O-],C61810709,0
c1c(cnc(c1Cl)Cl)C(=O)N2CC[C@H](C2)C(=O)[O-],C62119040,0
CC[C@]1(CCCN(C1)C(=O)c2ccc(cc2)C#N)C(=O)[O-],C62869454,0
CC[C@]1(CCCN(C1)C(=O)c2c(ncs2)C)C(=O)[O-],C62869646,0
CCC[C@]1(CCCN(C1)C(=O)c2ccoc2C)C(=O)[O-],C62870252,0
CC[C@@]1(CCCN(C1)C(=O)N2CCSCC2)C(=O)[O-],C62873374,0
C[C@@]1(CCCN(C1)[C@@H]2CS(=O)(=O)c3c2cccc3)C(=O)[O-],C62875870,0
C[C@@]1(CCN(C1)C(=O)c2cc(cn2C)Br)C(=O)[O-],C62912979,0
C[C@@]1(CCN(C1)C(=O)c2cc(c(nc2)Cl)Cl)C(=O)[O-],C62913885,0
C[C@@]1(CCN(C1)C(=O)c2ccc(cn2)Br)C(=O)[O-],C62914149,0
C1CN(C[C@@H]1N2CCOCC2)c3nnc(s3)[S-],C62982492,0
CC\1=NC2=C([C@@H](/C1=C(\[O-])/OC)c3ccccn3)C(=O)CCC2,C19535926,0
COc1ccc(cc1S(=O)(=O)Nc2cccc(c2)C(=O)[O-])/C=C/C(=O)[O-],C01828719,0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)CCCC(=O)[O-])SC1)C(=O)[O-],C08927234,0
C[C@]12CC/C(=N\OCC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])/C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@@H]3CC[C@@]4(C#C)O)C,C09033643,0
C[C@]12CC/C(=N\OCC(=O)N[C@H](CC(=O)[O-])C(=O)[O-])/C=C1CC[C@H]3[C@@H]2CC[C@]4([C@@H]3CC[C@@]4(C#C)O)C,C09033645,0
c1cc2c(cc1Br)/C(=C/3\C(=O)N(C(=S)S3)CCCCCC(=O)[O-])/C(=O)N2CC(=O)[O-],C02301433,0
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC(=O)[O-])SC1)C(=O)[O-],C09851542,0
CC(=O)OCC1=C(N2[C@@H]([C@H](C2=O)NC(=O)CCC(=O)[O-])SC1)C(=O)[O-],C09851544,0
CC(=O)OCC1=C(N2[C@H]([C@H](C2=O)NC(=O)CCC(=O)[O-])SC1)C(=O)[O-],C09851545,0
C[C@]12CC/C(=N\OCC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])/C=C1CC[C@H]3[C@@H]2CC[C@]4([C@@H]3CC[C@@]4(C#C)O)C,C12661563,0
CCOC(=O)c1ccc(cc1)c2ccc(o2)/C=C\3/C(=O)N(C(=S)S3)[C@H](CCC(=O)[O-])C(=O)[O-],C13073969,0
COCCCn1c(=O)c2ccc(cc2nc1SCC(=O)Nc3cccc(c3)C(=O)[O-])C(=O)[O-],C13233924,0
COCCCn1c(=O)c2ccc(cc2nc1SCC(=O)NCc3ccc(cc3)C(=O)[O-])C(=O)[O-],C13233930,0
Cc1ccc(cc1NC(=O)CSc2nc3nc(c(c(n3n2)C)CC(=O)[O-])C)C(=O)[O-],C13234365,0
Cc1c(c(n2c(n1)nc(n2)SCC(=O)Nc3ccccc3C(=O)[O-])C)CCC(=O)[O-],C13234553,0
Cc1ccc(cc1NC(=O)CSc2nnc(n2CCC(=O)[O-])c3cccs3)C(=O)[O-],C13235571,0
Cc1ccc(cc1S(=O)(=O)NCCCN(C)S(=O)(=O)c2cc(ccc2C)C(=O)[O-])C(=O)[O-],C13250999,0
CCn1c(nnc1SCC(=O)Nc2cc(ccc2C(=O)[O-])C(=O)[O-])c3ccco3,C13254430,0
CCn1c(=O)c2ccc(cc2nc1SCC(=O)Nc3cc(c(cc3C(=O)[O-])OC)OC)C(=O)[O-],C13274407,0
Cc1c(c(n2c(n1)nc(n2)SCC(=O)Nc3ccc(cc3)CC(=O)[O-])C)CCC(=O)[O-],C13274425,0
CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)Nc2cc(ccc2C(=O)[O-])C(=O)[O-],C13391963,0
CCCn1c(nnc1SCC(=O)Nc2cc(ccc2C(=O)[O-])C(=O)[O-])c3ccncc3,C13407789,0
Cc1cc(c(n1[C@@H](C)COC)C)C(=O)COc2ccc(cc2C(=O)[O-])C(=O)[O-],C13422137,0
c1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)COc3ccc(cc3C(=O)[O-])C(=O)[O-])Cl,C13422609,0
CC[C@H](C(=O)[O-])Oc1ccc(cc1)/C=C\2/C(=O)N(C(=S)S2)CCCCCC(=O)[O-],C16935006,0
COc1cc(ccc1OCC(=O)[O-])/C=C/2\C(=O)N=C(S2)[N-]c3cccc(c3)O,C16915479,0
c1c(c(cc(c1Br)OCCCS(=O)(=O)[O-])Br)OCCCS(=O)(=O)[O-],C25758923,0
CCNc1ccc(cc1C)C(c2ccc(c(c2)C)NCC)c3ccc(cc3S(=O)(=O)[O-])S(=O)(=O)[O-],C25783879,0
c1cc(c(cc1Cl)[N+](=O)[O-])c2ccc(o2)/C=C/3\C(=O)N(C(=S)S3)[C@@H](CC(=O)[O-])C(=O)[O-],C28296959,0
c1cc(c(cc1Cl)[N+](=O)[O-])c2ccc(o2)/C=C/3\C(=O)N(C(=S)S3)[C@H](CC(=O)[O-])C(=O)[O-],C28296961,0
CCOC(=O)C(=C(C)[O-])C(=O)c1ccc(cc1)C(=O)C(=C(C)[O-])C(=O)OCC,C13402952,0
CCO/C(=C(\C(=C(/C(=O)OCC)\[O-])\C(=O)OCC)/C(=O)C(=O)OCC)/[O-],C25628158,0
CCOc1c(cc(cc1Br)Cl)[N-]S(=O)(=O)CCC(=O)[O-],C37029488,0
C(CCC(=O)[O-])CCN1C(=O)/C(=C\C=C/2\C(=O)N(C(=S)S2)CCCCCC(=O)[O-])/SC1=S,C16779107,0
C(CCN1C(=S)S/C(=C/C=C\2/SC(=S)N(C2=O)CCCCCC(=O)[O-])/C1=O)CCC(=O)[O-],C13017258,0
